Year,Month,Season,District,Best_Crop_To_Plant,Type_of_Crop,Soil_Type,Soil_PH_Low,Soil_PH_High,Crop_Duration_Min_Days,Crop_Duration_Max_Days,Rainfall_mm,Max_Temp_C,Min_Temp_C,Water_Required_Min_mm,Water_Required_Max_mm
2025,Oct,Samba/Thaladi,TANJORE,ribbed gourd,vegetables,Sandy Loam,6.5,7.5,125.0,125.0,395.77,32.62,24.89,900.0,1200.0
2023,Nov,Samba/Thaladi,JAWAD HILLS,ash gourd,vegetables,Sandy loam,6.0,6.7,120.0,120.0,536.91,29.65,24.32,900.0,1200.0
2025,Feb,Navarai/Kodai,THENI,Ceylon spinach,minor vegetables,Sandy loam,6.5,7.0,40.0,50.0,397.68,24.29,11.1,900.0,1200.0
2025,Sep,Kuruvai/Sornavari,NAMAKAL,varagu,millets,clay-based soil,5.5,6.5,120.0,120.0,518.91,28.64,27.68,500.0,900.0
2025,Dec,Samba/Thaladi,ARIYALUR,Brussels sprout,minor vegetables,Sandy loam,6.5,6.8,12.0,12.0,267.51,26.05,17.71,900.0,1200.0
2025,Jan,Navarai/Kodai,KARUR,curry leaf,greenleafy,Red sandy loam,5.2,5.5,90.0,85.0,618.4,35.02,25.99,1000.0,1000.0
2025,Jul,Kuruvai/Sornavari,KANYAKUMARI,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,576.09,23.44,17.23,1000.0,1000.0
2025,Jan,Navarai/Kodai,JAWAD HILLS,horsegram,pulses, light to heavy soils ,6.0,7.5,100.0,105.0,388.08,37.99,25.31,800.0,800.0
2022,Nov,Samba/Thaladi,KANYAKUMARI,fodder cholam,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,1095.0,1095.0,186.29,33.72,26.38,300.0,350.0
2023,Apr,Navarai/Kodai,VIRUDHUNAGAR,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",7.0,8.0,135.0,140.0,785.62,29.71,25.94,700.0,1300.0
2023,Feb,Navarai/Kodai,NAGAPATTINAM,Cabbage,colecrops,LoamySandy,6.0,6.5,80.0,180.0,327.81,25.74,11.87,380.0,500.0
2022,Nov,Samba/Thaladi,CHENGLEPUT,bitter gourd,vegetables,Well drained loamy soil,6.5,7.0,55.0,60.0,776.84,26.49,27.82,900.0,1200.0
2023,Dec,Samba/Thaladi,VILLUPURAM,velimasal,forage crops,Well drained sandy loam and clayey loam soils ,5.8,7.0,45.0,55.0,133.98,34.52,27.81,300.0,350.0
2022,Apr,Navarai/Kodai,SIVAGANGAI,Ceylon spinach,minor vegetables,Sandy loam,6.5,7.0,40.0,50.0,266.46,24.78,12.12,900.0,1200.0
2025,May,Navarai/Kodai,SALEM,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,400.72,23.33,20.43,500.0,900.0
2022,May,Navarai/Kodai,KANYAKUMARI,cauliflower,colecrops,LoamySandy,6.5,6.8,55.0,100.0,274.46,26.24,10.0,380.0,500.0
2022,Sep,Kuruvai/Sornavari,THIRUVANNAMALAI,jute,fibre crop,Sandy and Clay Loam,6.0,7.5,120.0,140.0,864.72,36.86,27.89,1000.0,1300.0
2025,Jan,Navarai/Kodai,KOLLI HILLS,amaranthus,greenleafy,Silt Loam to loamy,6.5,7.5,70.0,75.0,310.41,25.29,24.86,1000.0,1000.0
2021,Sep,Kuruvai/Sornavari,THE NILGRIS,small onion,bulbvegetables,Sandy loam,6.0,7.0,70.0,90.0,441.12,26.16,14.18,650.0,750.0
2021,Jan,Navarai/Kodai,JAWAD HILLS,Lettuce,minor vegetables,Sandy loam,6.0,6.5,45.0,55.0,229.02,24.25,22.88,900.0,1200.0
2025,Jul,Kuruvai/Sornavari,NAMAKAL,onion,vegetables, Any Loamy,5.8,6.5,100.0,120.0,244.64,25.35,24.05,350.0,550.0
2021,Sep,Kuruvai/Sornavari,THIRUNELVELI,brinjal,vegetables,Loamy soil/ Lateritic soil,6.0,7.5,100.0,150.0,266.33,25.33,22.71,900.0,1200.0
2022,Jun,Kuruvai/Sornavari,COIMBATORE,velimasal,forage crops,Well drained sandy loam and clayey loam soils ,5.8,7.0,45.0,55.0,174.24,35.29,27.25,300.0,350.0
2022,Apr,Navarai/Kodai,KANYAKUMARI,chillies,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,120.0,120.0,176.35,29.39,23.25,500.0,500.0
2022,Oct,Samba/Thaladi,ARIYALUR,celery,greenleafy,Silt Loam to loamy,6.0,8.5,120.0,150.0,429.91,27.6,14.69,1000.0,1000.0
2024,Aug,Kuruvai/Sornavari,VILLUPURAM,chillies,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,120.0,120.0,165.35,25.64,24.32,500.0,500.0
2024,Jan,Navarai/Kodai,KOLLI HILLS,tomato,vegetables,Sandy loam,6.5,7.5,90.0,140.0,436.35,26.77,20.68,600.0,800.0
2022,Apr,Navarai/Kodai,THIRUVANNAMALAI,wheat,cereals,Well Drained,6.0,7.0,80.0,90.0,114.16,25.61,19.57,450.0,650.0
2023,Apr,Navarai/Kodai,KANYAKUMARI,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,6.8,21.0,21.0,462.92,23.98,10.6,1000.0,1000.0
2023,Sep,Kuruvai/Sornavari,RAMANATHANPURAM,lablab,vegetables,Well drained loamy soil,6.5,8.5,70.0,75.0,293.84,31.24,23.82,900.0,1200.0
2024,Nov,Samba/Thaladi,ARIYALUR,Butter bean,minor vegetables,Sandy loam,6.0,7.0,80.0,100.0,461.51,28.83,20.17,900.0,1200.0
2023,Apr,Navarai/Kodai,THIRUCHIRAPALLI,Bread fruit,minor vegetables,Sandy loam,6.1,7.4,100.0,100.0,891.17,36.76,19.83,2030.0,2540.0
2023,Oct,Samba/Thaladi,TANJORE,Chinese cabbage,minor vegetables,Sandy loam,5.5,7.0,50.0,80.0,357.36,24.77,14.84,900.0,1200.0
2024,Nov,Samba/Thaladi,CAUVERY,annual moringa,vegetables,Sandy loam,6.5,8.0,210.0,240.0,257.32,33.76,27.97,900.0,1200.0
2022,Sep,Kuruvai/Sornavari,CUDDALORE,muskmelon,vegetables,Sandy Loam,6.5,7.5,70.0,100.0,390.03,33.87,24.48,900.0,1200.0
2023,Dec,Samba/Thaladi,KOLLI HILLS,tinda,vegetables,Sandy loam,6.5,7.5,70.0,70.0,531.84,25.51,24.58,900.0,1200.0
2022,Sep,Kuruvai/Sornavari,MADURAI,chillies,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,120.0,120.0,293.32,25.47,22.77,500.0,500.0
2025,Jan,Navarai/Kodai,KANCHEEPURAM,wheat,cereals,Well Drained,6.0,7.0,80.0,90.0,349.89,25.24,23.76,450.0,650.0
2025,Mar,Navarai/Kodai,MADURAI,bengalgram,pulses,medium to heavy black soil,5.5,7.0,90.0,120.0,242.31,31.27,23.56,650.0,1000.0
2021,Oct,Samba/Thaladi,CUDDALORE,horsegram,pulses, light to heavy soils ,6.0,7.5,100.0,105.0,347.97,40.47,25.79,800.0,800.0
2024,Dec,Samba/Thaladi,DINDIGUL,fodder cowpea,forage crops,Well drained sandy loam and clayey loam soils ,5.0,6.5,50.0,65.0,186.46,29.87,22.89,300.0,350.0
2025,Jan,Navarai/Kodai,THIRUVANNAMALAI,cowpea,pulses, well-drained sandy loams or sandy soils ,5.0,6.5,60.0,90.0,395.2,31.66,23.87,400.0,700.0
2022,Dec,Samba/Thaladi,CUDDALORE,capsicum,vegetables,Loamy soil/ Lateritic soil,5.5,7.0,60.0,60.0,451.84,26.57,16.11,500.0,1200.0
2023,Jan,Navarai/Kodai,JAWAD HILLS,annual moringa,vegetables,Sandy loam,6.5,8.0,210.0,240.0,453.83,30.33,24.11,900.0,1200.0
2024,Jan,Navarai/Kodai,COIMBATORE,wheat,cereals,Well Drained,6.0,7.0,80.0,90.0,310.09,25.54,23.79,450.0,650.0
2022,Aug,Kuruvai/Sornavari,VILLUPURAM,ash gourd,vegetables,Sandy loam,6.0,6.7,120.0,120.0,320.34,30.04,24.92,900.0,1200.0
2025,Mar,Navarai/Kodai,RAMANATHANPURAM,Basella,minor vegetables,Sandy loam,5.5,8.0,70.0,70.0,689.1,28.91,16.18,900.0,1200.0
2025,Feb,Navarai/Kodai,KANCHEEPURAM,sweet potato,Root&tuber,well-drained soil,5.7,6.7,90.0,120.0,400.67,26.33,19.32,1000.0,1000.0
2021,Jun,Kuruvai/Sornavari,SIVAGANGAI,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.5,8.0,85.0,90.0,171.6,33.59,25.04,350.0,400.0
2021,Jan,Navarai/Kodai,HILLY REGIONS OF SHEVROY,swordbean,pulses, well-drained sandy loams or sandy soils ,5.0,6.0,110.0,120.0,925.0,31.96,10.01,900.0,1500.0
2024,Oct,Samba/Thaladi,JAWAD HILLS,fodder cumbu,forage crops,Well drained sandy loam and clayey loam soils ,4.0,7.5,45.0,120.0,210.47,33.15,25.33,500.0,480.0
2022,Oct,Samba/Thaladi,COIMBATORE,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,481.18,23.79,20.25,500.0,900.0
2022,Jul,Kuruvai/Sornavari,NAMAKAL,Palak,minor vegetables,Sandy loam,6.5,7.0,37.0,45.0,498.73,33.92,10.77,900.0,1200.0
2023,Mar,Navarai/Kodai,KARUR,varagu,millets,clay-based soil,5.5,6.5,120.0,120.0,466.69,27.24,26.69,500.0,900.0
2024,Feb,Navarai/Kodai,THIRUNELVELI,sweet sorghum,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.5,115.0,125.0,224.6,25.89,29.06,500.0,600.0
2022,Mar,Navarai/Kodai,KARUR,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",6.5,8.0,85.0,95.0,206.73,26.11,23.18,350.0,500.0
2021,Mar,Navarai/Kodai,VILLUPURAM,fodder cowpea,forage crops,Well drained sandy loam and clayey loam soils ,5.0,6.5,50.0,65.0,193.39,30.22,23.56,300.0,350.0
2024,Apr,Navarai/Kodai,COIMBATORE,tobacco,other crops,Well drained sandy loam and clayey loam soils ,7.5,8.5,90.0,100.0,546.61,28.54,29.17,800.0,1000.0
2024,Feb,Navarai/Kodai,SIVAGANGAI,dioscorea,Root&tuber,well-drained soil,6.0,6.5,270.0,300.0,467.36,30.19,30.0,1000.0,2000.0
2021,Jan,Navarai/Kodai,TIRUVARUR,muskmelon,vegetables,Sandy Loam,6.5,7.5,70.0,100.0,545.82,31.73,24.0,900.0,1200.0
2021,Jun,Kuruvai/Sornavari,THOOTHUKUDI,vegetable cowpea,vegetables,Sandy loam,5.6,6.0,45.0,90.0,462.6,26.4,23.76,900.0,1200.0
2023,Feb,Navarai/Kodai,TIRUVARUR,greengram,pulses,well-drained sandy loams or sandy soils ,6.5,7.5,100.0,100.0,420.61,32.17,24.62,850.0,1000.0
2022,Apr,Navarai/Kodai,COIMBATORE,sorghum,millets,well-drained loamy soils,6.0,7.5,95.0,105.0,350.28,36.27,13.47,450.0,650.0
2021,Apr,Navarai/Kodai,THIRUVALLUR,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,6.8,21.0,21.0,448.59,24.08,14.02,1000.0,1000.0
2024,Oct,Samba/Thaladi,ERODE,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,252.47,23.98,19.96,1000.0,1000.0
2022,Sep,Kuruvai/Sornavari,KOLLI HILLS,peas,vegetables,Sandy loam,6.5,7.5,60.0,70.0,329.83,30.58,10.47,900.0,1200.0
2022,Nov,Samba/Thaladi,KRISHNAGIRI,cowpea,pulses, well-drained sandy loams or sandy soils ,5.0,6.5,60.0,90.0,320.4,30.47,23.5,400.0,700.0
2023,Mar,Navarai/Kodai,NAMAKAL,watermelon,vegetables,Sandy,6.0,7.5,70.0,85.0,352.95,26.12,23.84,900.0,1200.0
2025,Dec,Samba/Thaladi,NAGAPATTINAM,bellary onion,minor vegetables,Sandy loam,5.8,6.5,150.0,150.0,442.14,25.69,15.98,900.0,1200.0
2025,Oct,Samba/Thaladi,THENI,amaranthus,greenleafy,Silt Loam to loamy,6.5,7.5,70.0,75.0,416.81,30.85,20.52,1000.0,1000.0
2024,Sep,Kuruvai/Sornavari,THOOTHUKUDI,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,521.85,23.54,18.91,500.0,900.0
2024,Sep,Kuruvai/Sornavari,KANCHEEPURAM,Celery,minor vegetables,Sandy loam,5.8,6.8,120.0,150.0,250.3,24.68,18.78,900.0,1200.0
2023,Jun,Kuruvai/Sornavari,MADURAI,tapoica,Root&tuber,Red lateritic loam,5.5,7.0,270.0,300.0,558.94,27.21,27.94,1000.0,1000.0
2024,Mar,Navarai/Kodai,COIMBATORE,cucumber,vegetables,Loamy,6.5,7.5,120.0,120.0,816.28,36.27,27.56,1200.0,1500.0
2024,Jul,Kuruvai/Sornavari,THALAVADI HILLS,beetroot,Root&tuber,all types of friable soil,6.0,7.0,45.0,65.0,644.63,24.0,22.84,1000.0,1000.0
2021,Jan,Navarai/Kodai,ERODE,maize,millets,temperate podzols to the leached red soils of the tropics. ,5.5,7.0,105.0,110.0,456.89,26.5,18.59,500.0,800.0
2024,Feb,Navarai/Kodai,JAWAD HILLS,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,6.5,8.0,300.0,330.0,1102.42,26.38,20.13,1500.0,2500.0
2025,May,Navarai/Kodai,VIRUDHUNAGAR,Winged Bean,minor vegetables,Sandy loam,7.0,12.0,42.0,42.0,780.2,31.92,25.45,900.0,1200.0
2022,Jul,Kuruvai/Sornavari,KARUR,small onion,bulbvegetables,Sandy loam,6.0,7.0,70.0,90.0,240.08,25.36,19.36,650.0,750.0
2023,Dec,Samba/Thaladi,MADURAI,tobacco,other crops,Well drained sandy loam and clayey loam soils ,7.5,8.5,90.0,100.0,301.37,30.94,29.79,800.0,1000.0
2025,Jun,Kuruvai/Sornavari,TANJORE,gherkins,vegetables,Sandy loam,5.8,7.0,90.0,90.0,225.82,33.15,14.69,900.0,1200.0
2022,Mar,Navarai/Kodai,ERODE,maize,millets,temperate podzols to the leached red soils of the tropics. ,5.5,7.0,105.0,110.0,283.54,25.68,20.53,500.0,800.0
2023,Jan,Navarai/Kodai,KANCHEEPURAM,cluster bean,vegetables,Sandy Loam,7.0,8.5,60.0,90.0,793.15,26.07,23.37,900.0,1200.0
2023,May,Navarai/Kodai,KANYAKUMARI,ribbed gourd,vegetables,Sandy Loam,6.5,7.5,125.0,125.0,561.65,30.9,25.67,900.0,1200.0
2022,Sep,Kuruvai/Sornavari,PERAMBALUR,muyal masal,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,75.0,65.0,172.83,35.62,28.66,500.0,480.0
2021,Mar,Navarai/Kodai,COIMBATORE,wheat,cereals,Well Drained,6.0,7.0,80.0,90.0,316.66,25.54,22.56,450.0,650.0
2022,Jun,Kuruvai/Sornavari,THIRUVANNAMALAI,Phaseolus lunatus,minor vegetables,Sandy loam,6.0,6.8,90.0,90.0,338.19,26.18,16.6,900.0,2000.0
2023,Apr,Navarai/Kodai,RAMANATHANPURAM,chillies,vegetables,Loamy soil/ Lateritic soil,6.0,6.8,120.0,120.0,242.22,27.31,21.63,500.0,500.0
2025,Apr,Navarai/Kodai,CAUVERY,tomato,vegetables,Sandy loam,6.5,7.5,90.0,140.0,332.32,25.15,17.59,600.0,800.0
2022,Aug,Kuruvai/Sornavari,KOLLI HILLS,blackgram,pulses,sandy soils to heavy cotton soils,6.5,7.8,70.0,75.0,643.48,43.63,18.51,600.0,1000.0
2025,Feb,Navarai/Kodai,SIVAGANGAI,peas,vegetables,Sandy loam,6.5,7.5,60.0,70.0,410.63,31.44,11.47,900.0,1200.0
2021,Aug,Kuruvai/Sornavari,KANYAKUMARI,broadbean,vegetables,Well drained loamy soil,5.5,6.0,80.0,100.0,681.91,24.07,13.3,900.0,1200.0
2021,Dec,Samba/Thaladi,KRISHNAGIRI,swordbean,pulses, well-drained sandy loams or sandy soils ,5.0,6.0,110.0,120.0,516.92,32.28,16.69,900.0,1500.0
2022,Jan,Navarai/Kodai,KANYAKUMARI,brinjal,vegetables,Loamy soil/ Lateritic soil,6.0,7.5,100.0,150.0,543.84,29.85,22.58,900.0,1200.0
2023,Jul,Kuruvai/Sornavari,TIRUVARUR,carrot,Root&tuber,light or sandy loam soil,6.0,7.0,75.0,75.0,251.44,23.82,14.26,1000.0,1000.0
2023,Apr,Navarai/Kodai,DHARMAPURI,varagu,millets,clay-based soil,5.5,6.5,120.0,120.0,587.39,25.84,25.65,500.0,900.0
2022,Feb,Navarai/Kodai,CAUVERY,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.0,150.0,180.0,240.71,26.67,13.31,600.0,800.0
2025,Feb,Navarai/Kodai,NAMAKAL,Lettuce,minor vegetables,Sandy loam,6.0,6.5,45.0,55.0,365.73,24.8,22.73,900.0,1200.0
2024,Feb,Navarai/Kodai,CUDDALORE,jute,fibre crop,Sandy and Clay Loam,6.0,7.5,120.0,140.0,732.76,37.78,22.37,1000.0,1300.0
2022,Jan,Navarai/Kodai,TANJORE,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.5,8.0,85.0,90.0,94.55,31.97,24.29,350.0,400.0
2024,Feb,Navarai/Kodai,PERAMBALUR,tapoica,Root&tuber,Red lateritic loam,5.5,7.0,270.0,300.0,530.95,26.64,29.85,1000.0,1000.0
2021,Nov,Samba/Thaladi,ERODE,bellary onion,minor vegetables,Sandy loam,5.8,6.5,150.0,150.0,604.54,25.04,14.08,900.0,1200.0
2021,Oct,Samba/Thaladi,SALEM,thinai,millets,"alluvial,loamy ",5.5,7.0,85.0,90.0,590.49,29.79,20.05,500.0,900.0
2023,Jul,Kuruvai/Sornavari,KARUR,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.0,6.7,90.0,90.0,481.79,26.51,16.01,900.0,1200.0
2023,Jul,Kuruvai/Sornavari,PERAMBALUR,blackgram,pulses,sandy soils to heavy cotton soils,6.5,7.8,70.0,75.0,605.7,39.81,19.11,600.0,1000.0
2021,May,Navarai/Kodai,THIRUVALLUR,Knol-khol,minor vegetables,Sandy loam,5.5,7.0,50.0,65.0,765.74,32.77,19.24,900.0,1200.0
2021,Mar,Navarai/Kodai,MADURAI,kudiraivali,millets,Loamy Soil,5.5,7.0,75.0,95.0,349.63,24.21,19.9,500.0,900.0
2021,Feb,Navarai/Kodai,JAWAD HILLS,broadbean,vegetables,Well drained loamy soil,5.5,6.0,80.0,100.0,753.27,24.3,14.02,900.0,1200.0
2023,Aug,Kuruvai/Sornavari,THOOTHUKUDI,dioscorea,Root&tuber,well-drained soil,6.0,6.5,270.0,300.0,1267.86,31.77,30.0,1000.0,2000.0
2023,Oct,Samba/Thaladi,MADURAI,amaranthus,greenleafy,Silt Loam to loamy,6.5,7.5,70.0,75.0,655.61,30.34,19.07,1000.0,1000.0
2021,Oct,Samba/Thaladi,THE NILGRIS,colocasia,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,7.0,150.0,180.0,507.99,31.21,19.46,1000.0,1000.0
2024,Dec,Samba/Thaladi,VIRUDHUNAGAR,soyabean,pulses,"Well-drained, Loamy Soil",6.0,7.0,90.0,100.0,365.52,27.43,13.22,450.0,700.0
2023,Nov,Samba/Thaladi,SIVAGANGAI,Pearl millet,millets,"clay, clay loam, or sandy loam soils",5.5,7.5,75.0,85.0,164.41,42.78,13.31,350.0,500.0
2024,Mar,Navarai/Kodai,KANCHEEPURAM,celery,greenleafy,Silt Loam to loamy,6.0,8.5,120.0,150.0,381.06,29.91,15.36,1000.0,1000.0
2024,Jun,Kuruvai/Sornavari,PERAMBALUR,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",6.5,8.0,85.0,95.0,182.88,26.08,24.39,350.0,500.0
2021,Aug,Kuruvai/Sornavari,CUDDALORE,tapoica,Root&tuber,Red lateritic loam,5.5,7.0,270.0,300.0,504.09,26.01,23.13,1000.0,1000.0
2023,Mar,Navarai/Kodai,CUDDALORE,safflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.4,8.2,120.0,125.0,194.12,36.84,26.75,550.0,725.0
2021,Mar,Navarai/Kodai,HILLY REGIONS OF SHEVROY,carrot,Root&tuber,light or sandy loam soil,6.0,7.0,75.0,75.0,577.83,22.84,16.07,1000.0,1000.0
2024,Dec,Samba/Thaladi,PERAMBALUR,amaranthus,greenleafy,Silt Loam to loamy,6.5,7.5,70.0,75.0,466.25,26.6,19.34,1000.0,1000.0
2025,May,Navarai/Kodai,THE NILGRIS,bottle gourd,vegetables,Sandy loam,6.0,6.7,120.0,120.0,324.16,28.35,20.29,900.0,1200.0
2025,Apr,Navarai/Kodai,KARUR,soundal,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,40.0,80.0,268.11,33.35,18.12,500.0,480.0
2022,Jun,Kuruvai/Sornavari,CHENGLEPUT,bottle gourd,vegetables,Sandy loam,6.0,6.7,120.0,120.0,731.84,28.79,21.02,900.0,1200.0
2024,Sep,Kuruvai/Sornavari,SIVAGANGAI,Knol-khol,minor vegetables,Sandy loam,5.5,7.0,50.0,65.0,408.01,27.31,15.88,900.0,1200.0
2021,Oct,Samba/Thaladi,PUDUKKOTTAI,Chinese cabbage,minor vegetables,Sandy loam,5.5,7.0,50.0,80.0,489.33,24.44,15.7,900.0,1200.0
2024,Oct,Samba/Thaladi,KANYAKUMARI,fieldlablab,pulses,Well drained loamy soil,6.2,7.0,105.0,105.0,320.75,30.44,22.04,650.0,1000.0
2024,Jun,Kuruvai/Sornavari,COIMBATORE,Lettuce,minor vegetables,Sandy loam,6.0,6.5,45.0,55.0,741.86,24.28,21.81,900.0,1200.0
2022,Mar,Navarai/Kodai,KANYAKUMARI,Palak,minor vegetables,Sandy loam,6.5,7.0,37.0,45.0,710.21,28.8,12.85,900.0,1200.0
2023,Feb,Navarai/Kodai,RAMANATHANPURAM,cucumber,vegetables,Loamy,6.5,7.5,120.0,120.0,372.31,34.45,26.5,1200.0,1500.0
2021,Sep,Kuruvai/Sornavari,COIMBATORE,wheat,cereals,Well Drained,6.0,7.0,80.0,90.0,427.02,25.55,23.01,450.0,650.0
2024,Jul,Kuruvai/Sornavari,VELLORE,sweet potato,Root&tuber,well-drained soil,5.7,6.7,90.0,120.0,555.33,27.53,24.97,1000.0,1000.0
2023,Jan,Navarai/Kodai,COIMBATORE,colocasia,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,7.0,150.0,180.0,287.94,34.87,19.27,1000.0,1000.0
2024,Mar,Navarai/Kodai,MADURAI,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.0,8.5,120.0,160.0,185.49,27.07,26.14,500.0,500.0
2021,Nov,Samba/Thaladi,TIRUVARUR,tomato,vegetables,Sandy loam,6.5,7.5,90.0,140.0,152.67,28.52,16.1,600.0,800.0
2023,Sep,Kuruvai/Sornavari,CUDDALORE,Knol-khol,minor vegetables,Sandy loam,5.5,7.0,50.0,65.0,731.76,33.58,19.69,900.0,1200.0
2025,Oct,Samba/Thaladi,VILLUPURAM,Butter bean,minor vegetables,Sandy loam,6.0,7.0,80.0,100.0,250.81,25.1,17.85,900.0,1200.0
2021,Apr,Navarai/Kodai,THE NILGRIS,safflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.4,8.2,120.0,125.0,208.61,31.38,26.63,550.0,725.0
2024,Jan,Navarai/Kodai,COIMBATORE,kudirai masi,forage crops,Well drained sandy loam and clayey loam soils ,6.5,7.5,45.0,55.0,171.54,30.87,23.71,300.0,350.0
2023,Jul,Kuruvai/Sornavari,NAGAPATTINAM,maize,millets,temperate podzols to the leached red soils of the tropics. ,5.5,7.0,105.0,110.0,433.35,25.54,16.2,500.0,800.0
2022,Oct,Samba/Thaladi,VIRUDHUNAGAR,chowchow,vegetables,Loamy soil/ Lateritic soil,5.5,6.5,150.0,150.0,922.37,24.41,17.5,1200.0,1500.0
2024,Nov,Samba/Thaladi,THIRUNELVELI,fodder maize,forage crops,Well drained sandy loam and clayey loam soils ,5.5,8.0,60.0,70.0,251.21,43.27,11.16,500.0,480.0
2022,Jan,Navarai/Kodai,COIMBATORE,Rhubarb,minor vegetables,Sandy loam,6.0,6.8,56.0,70.0,415.62,25.76,10.0,900.0,1200.0
2025,Sep,Kuruvai/Sornavari,KRISHNAGIRI,muyal masal,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,75.0,65.0,181.2,30.62,27.26,500.0,480.0
2025,Sep,Kuruvai/Sornavari,KRISHNAGIRI,kollukattai pullu,forage crops,Well drained sandy loam and clayey loam soils ,7.0,7.5,45.0,55.0,155.19,25.56,21.42,500.0,480.0
2022,Aug,Kuruvai/Sornavari,NAMAKAL,gardenlablab,pulses,wide range of soils,6.0,7.0,75.0,100.0,265.18,32.88,21.28,650.0,1000.0
2021,Feb,Navarai/Kodai,ARIYALUR,brinjal,vegetables,Loamy soil/ Lateritic soil,6.0,7.5,100.0,150.0,411.29,30.43,18.02,900.0,1200.0
2024,Jul,Kuruvai/Sornavari,MADURAI,chowchow,vegetables,Loamy soil/ Lateritic soil,5.5,6.5,150.0,150.0,828.17,24.47,20.76,1200.0,1500.0
2024,Apr,Navarai/Kodai,DHARMAPURI,soundal,forage crops,Well drained sandy loam and clayey loam soils ,5.5,7.5,40.0,80.0,156.18,34.89,20.72,500.0,480.0
2021,Jul,Kuruvai/Sornavari,THIRUNELVELI,panivaragu,millets,sandy loam to clays of black cotton soils,5.5,7.0,70.0,75.0,96.87,42.9,13.31,330.0,350.0
2025,May,Navarai/Kodai,ERODE,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",5.5,8.0,85.0,90.0,158.35,36.91,24.95,350.0,400.0
2022,Jun,Kuruvai/Sornavari,COIMBATORE,colocasia,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,7.0,150.0,180.0,411.33,35.23,24.09,1000.0,1000.0
2024,Apr,Navarai/Kodai,VELLORE,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,6.5,8.0,300.0,330.0,1200.76,28.06,24.53,1500.0,2500.0
2025,Mar,Navarai/Kodai,THE NILGRIS,gherkins,vegetables,Sandy loam,5.8,7.0,90.0,90.0,285.04,31.55,17.72,900.0,1200.0
2024,Jun,Kuruvai/Sornavari,PUDUKKOTTAI,brinjal,vegetables,Loamy soil/ Lateritic soil,6.0,7.5,100.0,150.0,352.82,31.25,20.44,900.0,1200.0
2022,Jul,Kuruvai/Sornavari,NAGAPATTINAM,sweet sorghum,sugar crops,Well drained sandy loam and clayey loam soils ,6.0,8.5,115.0,125.0,251.66,26.05,27.06,500.0,600.0
2023,Jun,Kuruvai/Sornavari,RAMANATHANPURAM,vegetable cowpea,vegetables,Sandy loam,5.6,6.0,45.0,90.0,659.48,26.75,24.22,900.0,1200.0
2021,Feb,Navarai/Kodai,RAMANATHANPURAM,gardenlablab,pulses,wide range of soils,6.0,7.0,75.0,100.0,568.78,35.79,19.12,650.0,1000.0
2025,Feb,Navarai/Kodai,VILLUPURAM,soyabean,pulses,"Well-drained, Loamy Soil",6.0,7.0,90.0,100.0,399.43,33.23,17.18,450.0,700.0
2025,Aug,Kuruvai/Sornavari,THALAVADI HILLS,maize,millets,temperate podzols to the leached red soils of the tropics. ,5.5,7.0,105.0,110.0,328.53,27.72,21.52,500.0,800.0
2022,Jul,Kuruvai/Sornavari,TIRUVARUR,watermelon,vegetables,Sandy,6.0,7.5,70.0,85.0,335.83,26.0,23.64,900.0,1200.0
